,jp_title,char_name,fav,img,colors
4492,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya Shinomiya (四宮 かぐや),26199,https://cdn.myanimelist.net/images/characters/2/504723.jpg,"[[226, 241, 254], [219, 217, 236], [197, 200, 214], [164, 174, 241], [147, 160, 195], [125, 122, 177], [100, 107, 144], [81, 85, 121], [63, 64, 103], [55, 52, 84], [33, 36, 117], [43, 38, 66], [26, 25, 48], [11, 14, 73], [3, 2, 12], [25, 19, 25], [33, 26, 33], [43, 33, 43], [55, 46, 58], [51, 26, 62], [72, 63, 71], [87, 70, 85], [63, 30, 90], [101, 83, 98], [117, 100, 114], [131, 119, 135], [149, 142, 156], [40, 52, 172], [183, 180, 184], [247, 247, 248]]"
4493,Kaguya-sama wa Kokurasetai: Ultra Romantic,Yuu Ishigami (石上 優),21759,https://cdn.myanimelist.net/images/characters/7/372840.jpg,"[[212, 223, 246], [153, 158, 186], [129, 132, 153], [17, 13, 20], [29, 20, 28], [31, 18, 18], [34, 21, 22], [40, 32, 37], [41, 24, 22], [49, 43, 50], [59, 39, 38], [63, 53, 57], [71, 62, 68], [79, 57, 55], [83, 80, 87], [92, 67, 63], [101, 97, 103], [106, 77, 71], [121, 115, 121], [139, 134, 137], [152, 148, 154], [64, 166, 108], [169, 166, 167], [110, 175, 138], [179, 178, 182], [193, 187, 190], [204, 208, 215], [229, 231, 231], [242, 244, 245], [251, 253, 253]]"
4494,Kaguya-sama wa Kokurasetai: Ultra Romantic,Chika Fujiwara (藤原 千花),16035,https://cdn.myanimelist.net/images/characters/15/559031.jpg,"[[223, 233, 250], [147, 243, 250], [211, 227, 245], [215, 210, 236], [207, 202, 232], [198, 192, 225], [175, 174, 201], [140, 162, 234], [146, 146, 188], [114, 136, 180], [130, 122, 179], [119, 117, 152], [94, 105, 141], [83, 84, 115], [42, 51, 96], [3, 3, 13], [29, 25, 35], [41, 35, 42], [56, 52, 59], [74, 69, 79], [113, 75, 18], [148, 106, 27], [54, 58, 157], [167, 162, 161], [237, 222, 169], [244, 244, 245], [106, 245, 251], [11, 236, 251], [71, 244, 252], [41, 242, 253]]"
4495,Kaguya-sama wa Kokurasetai: Ultra Romantic,Miyuki Shirogane (白銀 御行),8107,https://cdn.myanimelist.net/images/characters/16/371541.jpg,"[[219, 231, 249], [174, 217, 243], [159, 206, 237], [145, 196, 231], [132, 186, 227], [118, 177, 223], [111, 155, 198], [134, 145, 175], [92, 131, 175], [108, 114, 142], [77, 106, 156], [66, 89, 142], [94, 90, 126], [79, 76, 101], [46, 66, 101], [47, 48, 75], [24, 33, 59], [11, 14, 32], [29, 22, 30], [46, 38, 47], [70, 60, 82], [141, 128, 150], [156, 141, 161], [127, 93, 164], [167, 160, 174], [183, 177, 189], [199, 194, 204], [215, 180, 224], [247, 212, 250], [242, 244, 253]]"
4496,Kaguya-sama wa Kokurasetai: Ultra Romantic,Miko Iino (伊井野 ミコ),2990,https://cdn.myanimelist.net/images/characters/16/376603.jpg,"[[215, 229, 253], [197, 213, 249], [179, 194, 240], [170, 178, 216], [141, 153, 210], [160, 161, 186], [136, 138, 172], [118, 118, 152], [102, 100, 134], [50, 80, 156], [86, 83, 116], [72, 69, 92], [32, 52, 116], [57, 55, 75], [29, 32, 68], [22, 9, 12], [25, 21, 31], [40, 35, 42], [56, 46, 53], [94, 58, 32], [130, 94, 70], [172, 113, 58], [64, 107, 195], [205, 200, 206], [68, 175, 234], [66, 123, 236], [112, 207, 242], [231, 244, 251], [47, 116, 253], [253, 252, 251]]"
4497,Kaguya-sama wa Kokurasetai: Ultra Romantic,Ai Hayasaka (早坂 愛),13033,https://cdn.myanimelist.net/images/characters/8/504012.jpg,"[[208, 223, 241], [171, 224, 236], [158, 214, 230], [196, 204, 213], [142, 204, 226], [130, 197, 218], [117, 189, 211], [102, 180, 206], [86, 171, 199], [127, 154, 179], [92, 147, 168], [74, 120, 146], [55, 92, 120], [46, 73, 92], [2, 1, 5], [28, 27, 29], [46, 46, 48], [56, 56, 59], [104, 53, 30], [92, 98, 104], [124, 130, 137], [164, 83, 56], [167, 165, 166], [190, 110, 74], [178, 184, 191], [207, 169, 95], [222, 222, 222], [243, 214, 127], [241, 243, 244], [254, 254, 254]]"
4502,Tate no Yuusha no Nariagari Season 2,Raphtalia  (ラフタリア),10398,https://cdn.myanimelist.net/images/characters/6/374252.jpg,"[[228, 237, 251], [202, 218, 235], [139, 207, 240], [170, 183, 211], [124, 179, 230], [88, 175, 202], [110, 158, 220], [129, 154, 192], [96, 144, 213], [93, 133, 198], [111, 137, 167], [77, 122, 182], [91, 117, 146], [66, 100, 161], [30, 98, 145], [57, 84, 139], [41, 72, 122], [50, 54, 127], [33, 47, 104], [19, 21, 77], [7, 16, 38], [50, 50, 51], [67, 77, 83], [131, 149, 116], [78, 167, 115], [80, 51, 173], [204, 174, 105], [218, 196, 144], [72, 184, 220], [243, 220, 181]]"
4503,Tate no Yuusha no Nariagari Season 2,Naofumi Iwatani (岩谷 尚文),9603,https://cdn.myanimelist.net/images/characters/6/266009.jpg,"[[208, 238, 252], [161, 184, 208], [130, 147, 182], [108, 117, 147], [81, 73, 118], [1, 0, 1], [48, 33, 19], [61, 49, 37], [69, 40, 14], [71, 62, 52], [79, 61, 5], [83, 75, 68], [85, 94, 30], [95, 89, 85], [104, 102, 103], [118, 115, 89], [119, 119, 115], [129, 135, 132], [101, 141, 60], [151, 143, 109], [144, 153, 148], [172, 167, 139], [160, 172, 170], [122, 183, 127], [179, 190, 184], [192, 205, 200], [196, 216, 220], [217, 230, 229], [228, 245, 245], [245, 253, 252]]"
4504,Tate no Yuusha no Nariagari Season 2,Filo  (フィーロ),1702,https://cdn.myanimelist.net/images/characters/2/464618.jpg,"[[206, 215, 227], [171, 213, 227], [200, 209, 222], [192, 203, 217], [150, 200, 218], [145, 198, 216], [139, 189, 207], [127, 174, 192], [153, 163, 185], [142, 155, 166], [105, 144, 167], [123, 137, 149], [95, 133, 156], [106, 117, 137], [77, 116, 136], [89, 101, 118], [57, 93, 114], [75, 86, 100], [40, 71, 91], [26, 34, 40], [66, 74, 82], [85, 55, 29], [108, 71, 42], [115, 92, 72], [147, 95, 53], [148, 130, 99], [154, 107, 67], [185, 172, 150], [184, 193, 201], [231, 209, 147]]"
4532,Kawaii dake ja Nai Shikimori-san,Miyako Shikimori (式守都),2995,https://cdn.myanimelist.net/images/characters/5/458966.jpg,"[[223, 240, 251], [221, 232, 253], [204, 214, 242], [180, 194, 239], [181, 194, 202], [154, 167, 203], [145, 157, 193], [142, 133, 168], [120, 118, 152], [102, 100, 127], [74, 73, 145], [66, 65, 133], [60, 59, 124], [67, 71, 86], [43, 43, 102], [119, 56, 33], [164, 122, 118], [176, 92, 52], [164, 144, 187], [194, 148, 137], [189, 160, 206], [217, 167, 176], [205, 182, 226], [192, 156, 228], [229, 174, 156], [228, 236, 242], [244, 222, 177], [213, 179, 247], [221, 193, 247], [229, 207, 249]]"
4552,Tomodachi Game,Yuuichi Katagiri (片切 友一),5646,https://cdn.myanimelist.net/images/characters/4/466241.jpg,"[[202, 224, 247], [190, 214, 238], [177, 196, 218], [158, 177, 201], [144, 162, 190], [136, 151, 169], [120, 133, 151], [102, 116, 136], [85, 97, 111], [52, 60, 71], [7, 6, 7], [19, 16, 16], [29, 25, 24], [38, 31, 28], [32, 39, 47], [50, 43, 40], [63, 54, 52], [73, 62, 60], [81, 81, 83], [107, 101, 99], [123, 121, 120], [143, 141, 141], [166, 159, 156], [175, 171, 169], [190, 188, 186], [207, 205, 203], [222, 219, 215], [231, 228, 226], [242, 242, 241], [254, 254, 254]]"
4642,Date A Live IV,Tooka Yatogami (夜刀神 十香),4601,https://cdn.myanimelist.net/images/characters/7/203347.jpg,"[[227, 239, 250], [215, 234, 250], [204, 222, 238], [184, 205, 222], [163, 183, 204], [134, 160, 202], [149, 159, 177], [116, 144, 180], [126, 133, 151], [93, 122, 151], [86, 97, 116], [63, 74, 90], [42, 50, 65], [8, 0, 4], [31, 25, 31], [45, 31, 37], [59, 41, 49], [72, 54, 62], [85, 62, 72], [98, 70, 83], [110, 54, 75], [114, 76, 94], [129, 103, 118], [137, 73, 101], [157, 86, 120], [164, 109, 140], [177, 135, 158], [195, 158, 185], [210, 190, 220], [245, 250, 253]]"
4643,Date A Live IV,Origami Tobiichi (鳶一 折紙),2344,https://cdn.myanimelist.net/images/characters/3/193285.jpg,"[[191, 228, 247], [176, 210, 240], [152, 184, 209], [133, 172, 206], [117, 139, 178], [90, 100, 187], [85, 108, 119], [66, 76, 140], [46, 63, 102], [46, 51, 61], [22, 36, 72], [21, 27, 37], [0, 1, 1], [34, 40, 49], [64, 35, 41], [61, 64, 70], [77, 85, 89], [108, 97, 100], [115, 122, 126], [138, 138, 139], [152, 157, 158], [179, 161, 163], [189, 174, 179], [191, 198, 200], [156, 202, 169], [215, 195, 191], [221, 218, 220], [239, 231, 228], [245, 239, 237], [251, 253, 252]]"
4644,Date A Live IV,Kotori Itsuka (五河 琴里),2149,https://cdn.myanimelist.net/images/characters/16/211505.jpg,"[[208, 228, 251], [193, 208, 244], [165, 181, 225], [144, 167, 215], [161, 157, 176], [120, 118, 178], [101, 98, 149], [84, 72, 145], [69, 54, 134], [71, 66, 94], [53, 38, 117], [42, 25, 96], [3, 2, 24], [6, 2, 3], [41, 28, 31], [64, 49, 51], [101, 61, 58], [103, 97, 107], [135, 130, 141], [80, 56, 159], [97, 81, 183], [202, 189, 189], [109, 95, 211], [116, 102, 213], [215, 206, 210], [125, 118, 219], [141, 138, 233], [225, 212, 241], [243, 239, 241], [252, 251, 252]]"
4646,Date A Live IV,Kurumi Tokisaki (時崎 狂三),22498,https://cdn.myanimelist.net/images/characters/8/310255.jpg,"[[234, 243, 253], [220, 230, 250], [203, 213, 245], [183, 195, 241], [189, 193, 207], [162, 174, 225], [156, 160, 189], [109, 147, 228], [132, 138, 168], [116, 119, 135], [88, 94, 132], [87, 85, 99], [40, 38, 113], [37, 37, 66], [22, 17, 98], [14, 12, 71], [9, 9, 42], [4, 4, 7], [17, 15, 17], [27, 25, 26], [36, 34, 37], [48, 45, 47], [58, 56, 61], [70, 68, 78], [43, 39, 145], [58, 56, 147], [61, 68, 182], [81, 83, 198], [93, 111, 214], [253, 253, 254]]"
4647,Date A Live IV,Yoshino Himekawa (氷芽川 四糸乃),1940,https://cdn.myanimelist.net/images/characters/4/215469.jpg,"[[212, 230, 251], [180, 219, 233], [130, 211, 227], [164, 183, 217], [154, 177, 198], [126, 146, 171], [109, 121, 141], [87, 98, 110], [9, 12, 11], [37, 25, 20], [62, 66, 61], [95, 48, 43], [81, 115, 76], [116, 79, 63], [129, 117, 102], [142, 92, 71], [147, 142, 138], [160, 104, 82], [118, 163, 114], [169, 167, 163], [179, 137, 106], [157, 136, 191], [198, 192, 184], [207, 164, 125], [213, 209, 181], [219, 178, 140], [225, 220, 216], [195, 174, 234], [236, 207, 169], [246, 244, 243]]"
4692,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Myne  (マイン),1729,https://cdn.myanimelist.net/images/characters/4/395079.jpg,"[[223, 238, 249], [203, 224, 246], [184, 212, 242], [158, 195, 235], [190, 193, 207], [121, 201, 215], [131, 168, 204], [156, 160, 183], [75, 161, 208], [123, 138, 158], [79, 128, 154], [100, 97, 123], [39, 93, 152], [59, 87, 103], [29, 75, 105], [34, 55, 69], [17, 28, 38], [60, 41, 27], [85, 54, 22], [109, 64, 16], [112, 83, 58], [129, 79, 22], [154, 97, 30], [173, 114, 47], [187, 155, 60], [39, 118, 193], [196, 134, 78], [92, 201, 241], [48, 180, 246], [242, 248, 251]]"
4822,Black★★Rock Shooter:  Dawn Fall,Black★Rock Shooter  (ブラック★ロックシューター),2483,https://cdn.myanimelist.net/images/characters/7/96698.jpg,"[[22, 18, 13], [26, 22, 15], [32, 25, 18], [37, 28, 24], [45, 35, 28], [54, 45, 38], [66, 56, 49], [72, 45, 24], [77, 67, 60], [84, 82, 82], [89, 72, 59], [95, 77, 62], [96, 92, 92], [105, 67, 32], [107, 107, 110], [115, 119, 125], [133, 92, 53], [133, 137, 139], [148, 127, 101], [154, 159, 160], [162, 111, 64], [175, 182, 182], [191, 131, 77], [202, 207, 204], [210, 152, 94], [225, 186, 131], [226, 231, 227], [234, 173, 105], [237, 209, 160], [246, 250, 248]]"
4942,Kaginado Season 2,Yuri Nakamura (仲村 ゆり),3144,https://cdn.myanimelist.net/images/characters/7/119951.jpg,"[[190, 236, 252], [168, 222, 250], [125, 186, 204], [97, 139, 171], [19, 81, 81], [6, 4, 14], [16, 5, 36], [32, 12, 56], [49, 30, 78], [77, 39, 101], [40, 108, 105], [113, 22, 37], [118, 84, 81], [97, 64, 123], [68, 133, 129], [149, 106, 109], [152, 60, 75], [79, 32, 153], [123, 82, 166], [175, 147, 156], [183, 86, 106], [197, 197, 201], [203, 108, 129], [226, 137, 159], [157, 90, 230], [234, 162, 180], [241, 199, 214], [146, 246, 225], [222, 250, 252], [253, 250, 251]]"
4943,Kaginado Season 2,Yuzuru Otonashi (音無結弦),2967,https://cdn.myanimelist.net/images/characters/14/434995.jpg,"[[221, 240, 252], [201, 211, 249], [182, 193, 252], [174, 207, 224], [164, 175, 251], [165, 182, 203], [134, 154, 188], [111, 132, 166], [87, 117, 152], [86, 92, 176], [81, 93, 121], [55, 86, 131], [67, 72, 149], [58, 77, 97], [59, 62, 117], [50, 54, 90], [36, 41, 77], [36, 26, 34], [64, 48, 50], [84, 78, 83], [110, 98, 97], [111, 69, 50], [120, 120, 129], [137, 139, 146], [153, 122, 111], [164, 159, 156], [109, 117, 209], [125, 136, 237], [246, 238, 236], [144, 156, 248]]"
4945,Kaginado Season 2,Kanade Tachibana (立華 かなで / 天使),14116,https://cdn.myanimelist.net/images/characters/10/289337.jpg,"[[227, 235, 244], [216, 214, 229], [180, 179, 204], [164, 165, 197], [147, 148, 188], [101, 101, 155], [54, 54, 99], [56, 11, 38], [76, 23, 51], [82, 45, 83], [102, 67, 100], [108, 44, 71], [119, 85, 113], [136, 58, 83], [147, 105, 131], [152, 75, 101], [137, 120, 160], [169, 137, 157], [169, 91, 116], [180, 109, 132], [194, 129, 150], [202, 150, 168], [210, 169, 175], [200, 194, 213], [222, 178, 197], [234, 203, 215], [245, 227, 233], [236, 238, 246], [248, 234, 240], [249, 244, 247]]"
4950,Kaginado Season 2,Akio Furukawa (古河秋生),3364,https://cdn.myanimelist.net/images/characters/12/534708.jpg,"[[207, 230, 237], [149, 198, 252], [121, 146, 226], [116, 125, 141], [66, 92, 168], [85, 88, 156], [96, 98, 109], [64, 77, 136], [74, 77, 93], [49, 62, 119], [26, 53, 109], [47, 50, 94], [33, 40, 82], [42, 41, 58], [43, 121, 115], [76, 136, 127], [151, 146, 151], [159, 87, 117], [27, 60, 168], [84, 177, 117], [92, 91, 182], [112, 184, 151], [183, 179, 187], [62, 102, 205], [43, 82, 207], [192, 210, 215], [156, 219, 190], [221, 169, 193], [58, 108, 246], [251, 253, 252]]"
5292,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Kiyotaka Ayanokouji (綾小路 清隆),36299,https://cdn.myanimelist.net/images/characters/4/539058.jpg,"[[230, 230, 241], [202, 225, 252], [190, 201, 237], [153, 161, 217], [133, 127, 200], [130, 125, 169], [113, 112, 159], [19, 8, 30], [48, 26, 68], [79, 40, 49], [84, 52, 87], [117, 68, 70], [98, 81, 118], [123, 94, 117], [106, 38, 127], [144, 103, 78], [150, 126, 129], [163, 151, 160], [95, 39, 166], [179, 142, 90], [94, 49, 189], [185, 175, 194], [200, 165, 109], [210, 193, 157], [221, 190, 119], [214, 250, 252], [253, 231, 128], [252, 252, 253], [254, 250, 72], [254, 249, 152]]"
5293,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Suzune Horikita (堀北 鈴音),3244,https://cdn.myanimelist.net/images/characters/12/539069.jpg,"[[221, 239, 254], [192, 191, 208], [156, 177, 249], [168, 168, 193], [152, 147, 215], [151, 147, 176], [115, 109, 172], [43, 31, 77], [14, 3, 20], [32, 10, 43], [43, 18, 57], [60, 35, 48], [81, 55, 54], [68, 25, 84], [90, 65, 61], [77, 55, 90], [100, 76, 71], [107, 43, 107], [113, 88, 79], [99, 82, 118], [95, 34, 124], [125, 102, 96], [126, 116, 124], [126, 56, 96], [132, 123, 135], [137, 130, 149], [85, 50, 173], [215, 215, 219], [224, 225, 234], [254, 254, 254]]"
5294,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Kei Karuizawa (軽井沢 恵),2992,https://cdn.myanimelist.net/images/characters/7/539083.jpg,"[[220, 237, 253], [205, 223, 249], [185, 202, 237], [152, 197, 229], [152, 170, 244], [142, 182, 217], [177, 176, 200], [147, 146, 211], [127, 148, 195], [146, 141, 173], [120, 132, 179], [104, 122, 171], [128, 121, 149], [96, 115, 164], [87, 94, 142], [77, 77, 117], [39, 14, 43], [53, 33, 71], [78, 54, 81], [82, 43, 50], [73, 50, 103], [109, 66, 77], [109, 89, 113], [137, 85, 85], [145, 101, 104], [173, 122, 107], [192, 144, 118], [221, 192, 167], [240, 225, 197], [254, 254, 254]]"
5302,Yofukashi no Uta,Nazuna Nanakusa (七草 ナズナ),4791,https://cdn.myanimelist.net/images/characters/10/480353.jpg,"[[232, 236, 253], [228, 227, 248], [222, 217, 238], [193, 186, 228], [89, 86, 101], [64, 72, 90], [42, 30, 32], [60, 43, 35], [55, 47, 67], [74, 55, 47], [81, 70, 72], [89, 65, 51], [75, 63, 96], [105, 98, 120], [120, 107, 101], [125, 114, 135], [140, 125, 155], [161, 135, 124], [153, 138, 167], [173, 150, 134], [162, 148, 176], [172, 160, 184], [195, 174, 154], [183, 173, 198], [193, 181, 209], [214, 201, 191], [203, 192, 217], [209, 198, 223], [216, 205, 228], [245, 241, 247]]"
5312,Overlord IV,Momonga  (モモンガ),13722,https://cdn.myanimelist.net/images/characters/10/508402.jpg,"[[225, 230, 240], [157, 206, 233], [100, 156, 197], [72, 119, 166], [55, 88, 137], [86, 74, 147], [54, 66, 103], [28, 61, 76], [28, 37, 56], [24, 16, 94], [14, 5, 65], [6, 4, 37], [6, 4, 5], [18, 11, 15], [31, 23, 26], [47, 36, 40], [60, 48, 57], [69, 57, 68], [84, 69, 82], [95, 91, 107], [123, 78, 104], [33, 28, 132], [123, 112, 138], [155, 86, 146], [50, 36, 156], [153, 140, 163], [181, 167, 182], [70, 54, 208], [208, 197, 209], [253, 253, 254]]"
5313,Overlord IV,Albedo  (アルベド),8485,https://cdn.myanimelist.net/images/characters/14/578183.jpg,"[[201, 235, 243], [173, 228, 236], [139, 218, 231], [179, 199, 214], [156, 179, 197], [92, 171, 185], [138, 154, 183], [107, 121, 156], [57, 111, 123], [31, 64, 74], [7, 4, 6], [16, 12, 13], [26, 20, 21], [38, 27, 29], [52, 40, 42], [70, 54, 56], [73, 79, 86], [104, 65, 72], [99, 101, 106], [116, 76, 84], [130, 127, 120], [150, 150, 146], [178, 175, 157], [197, 196, 187], [207, 213, 219], [100, 206, 225], [223, 234, 241], [231, 241, 249], [247, 249, 247], [254, 254, 254]]"
5314,Overlord IV,Shalltear Bloodfallen (シャルティア・ブラッドフォールン),2451,https://cdn.myanimelist.net/images/characters/2/512759.jpg,"[[5, 1, 3], [17, 7, 15], [29, 13, 23], [42, 21, 35], [52, 26, 46], [26, 8, 52], [62, 31, 53], [39, 14, 73], [75, 40, 69], [88, 79, 87], [88, 43, 91], [51, 20, 92], [106, 64, 100], [52, 13, 119], [119, 112, 119], [124, 78, 116], [137, 86, 130], [72, 31, 139], [152, 97, 144], [85, 39, 157], [160, 128, 154], [74, 17, 162], [179, 150, 175], [110, 55, 184], [166, 106, 186], [195, 166, 194], [210, 186, 210], [226, 209, 227], [240, 235, 244], [254, 254, 254]]"
5322,Lycoris Recoil,Chisato Nishikigi (錦木 千束),7823,https://cdn.myanimelist.net/images/characters/5/486674.jpg,"[[210, 241, 251], [224, 238, 250], [200, 235, 249], [187, 234, 246], [190, 225, 247], [174, 220, 240], [168, 202, 240], [158, 207, 231], [187, 201, 209], [150, 191, 218], [139, 172, 192], [130, 135, 189], [106, 129, 160], [109, 101, 177], [92, 99, 141], [82, 81, 128], [65, 70, 108], [47, 41, 128], [45, 43, 90], [44, 29, 46], [78, 55, 53], [92, 70, 66], [118, 90, 114], [115, 123, 127], [53, 49, 144], [136, 149, 151], [60, 58, 155], [68, 70, 166], [94, 113, 212], [241, 250, 251]]"
5323,Lycoris Recoil,Takina Inoue (井ノ上 たきな),2809,https://cdn.myanimelist.net/images/characters/3/486673.jpg,"[[184, 218, 244], [177, 210, 240], [169, 201, 233], [161, 191, 226], [113, 190, 196], [131, 148, 184], [109, 122, 162], [89, 98, 142], [85, 98, 111], [75, 74, 129], [23, 18, 8], [30, 24, 13], [32, 31, 20], [36, 38, 28], [39, 43, 38], [48, 35, 13], [45, 49, 46], [51, 56, 56], [67, 64, 19], [57, 64, 67], [65, 71, 75], [76, 74, 28], [72, 79, 83], [78, 87, 90], [106, 73, 99], [137, 122, 135], [216, 207, 202], [236, 227, 233], [206, 233, 236], [231, 243, 246]]"
5332,Hataraku Maou-sama!!,Sadao Maou (真奥 貞夫 / サタン・ジャコブ),3221,https://cdn.myanimelist.net/images/characters/3/183237.jpg,"[[178, 214, 253], [214, 212, 243], [155, 172, 211], [141, 148, 173], [105, 129, 186], [113, 118, 141], [81, 103, 168], [83, 90, 118], [64, 72, 91], [46, 51, 70], [29, 32, 45], [8, 3, 86], [17, 20, 30], [5, 4, 53], [6, 6, 11], [20, 22, 9], [34, 41, 15], [43, 40, 36], [53, 60, 27], [75, 82, 50], [106, 111, 88], [8, 1, 112], [22, 2, 138], [142, 149, 117], [32, 1, 166], [179, 185, 157], [198, 193, 205], [237, 232, 251], [252, 225, 180], [254, 253, 254]]"
5342,Made in Abyss: Retsujitsu no Ougonkyou,Nanachi  (ナナチ),10189,https://cdn.myanimelist.net/images/characters/10/350283.jpg,"[[179, 203, 217], [196, 197, 215], [167, 188, 202], [165, 168, 209], [155, 177, 190], [142, 160, 172], [128, 148, 159], [135, 137, 177], [133, 137, 149], [122, 123, 166], [124, 126, 142], [114, 118, 131], [102, 106, 117], [89, 94, 142], [87, 93, 107], [64, 72, 95], [34, 46, 52], [60, 52, 51], [64, 67, 71], [83, 84, 89], [87, 141, 134], [159, 163, 168], [173, 177, 179], [185, 188, 192], [213, 213, 195], [209, 217, 222], [225, 226, 228], [232, 234, 235], [214, 235, 239], [233, 246, 249]]"
5343,Made in Abyss: Retsujitsu no Ougonkyou,Reg  (レグ),2148,https://cdn.myanimelist.net/images/characters/4/326001.jpg,"[[146, 183, 202], [132, 167, 185], [119, 150, 166], [106, 138, 154], [104, 115, 153], [109, 121, 134], [90, 108, 143], [85, 88, 146], [89, 99, 121], [74, 84, 108], [68, 74, 85], [57, 65, 106], [48, 54, 77], [63, 50, 45], [54, 55, 64], [68, 55, 52], [78, 65, 65], [91, 77, 72], [97, 85, 82], [108, 96, 94], [120, 109, 107], [135, 122, 119], [144, 134, 138], [158, 151, 157], [183, 175, 170], [160, 178, 185], [190, 191, 199], [203, 214, 219], [235, 235, 236], [254, 254, 254]]"
5345,Made in Abyss: Retsujitsu no Ougonkyou,Bondrewd  (ボンドルド),4550,https://cdn.myanimelist.net/images/characters/8/471436.jpg,"[[194, 201, 210], [188, 194, 204], [180, 185, 195], [11, 12, 13], [20, 21, 22], [29, 29, 30], [35, 36, 37], [42, 42, 43], [48, 49, 50], [52, 54, 55], [56, 57, 59], [62, 62, 62], [66, 67, 69], [75, 75, 76], [87, 85, 85], [91, 62, 67], [101, 99, 98], [120, 119, 118], [125, 80, 89], [144, 141, 140], [160, 99, 116], [166, 164, 164], [192, 122, 147], [202, 208, 216], [217, 146, 177], [208, 214, 221], [217, 221, 225], [231, 233, 234], [243, 183, 219], [253, 237, 252]]"
5352,"Kanojo, Okarishimasu 2nd Season",Chizuru Ichinose (一ノ瀬 ちづる),11392,https://cdn.myanimelist.net/images/characters/4/484261.jpg,"[[221, 232, 251], [210, 221, 246], [193, 201, 242], [115, 190, 238], [160, 162, 216], [147, 150, 207], [155, 155, 173], [108, 133, 182], [110, 114, 143], [84, 100, 171], [84, 92, 126], [73, 86, 139], [64, 71, 114], [62, 65, 97], [53, 57, 91], [47, 50, 84], [36, 29, 59], [46, 38, 67], [84, 67, 68], [107, 91, 93], [129, 86, 62], [143, 133, 133], [50, 41, 148], [191, 139, 136], [202, 171, 158], [213, 189, 196], [130, 134, 226], [236, 223, 219], [246, 241, 239], [251, 252, 253]]"
5354,"Kanojo, Okarishimasu 2nd Season",Sumi Sakurasawa (桜沢 墨),3581,https://cdn.myanimelist.net/images/characters/9/484263.jpg,"[[217, 223, 250], [208, 212, 244], [174, 209, 241], [190, 191, 243], [171, 174, 233], [154, 158, 229], [160, 158, 220], [148, 149, 217], [132, 138, 222], [123, 130, 216], [138, 137, 191], [115, 123, 211], [114, 114, 179], [128, 102, 188], [91, 92, 174], [102, 98, 156], [86, 74, 147], [70, 59, 142], [62, 59, 117], [46, 43, 92], [22, 21, 64], [116, 108, 129], [145, 137, 155], [180, 165, 176], [197, 180, 185], [207, 195, 201], [107, 108, 219], [239, 234, 239], [247, 243, 245], [253, 254, 254]]"
5355,"Kanojo, Okarishimasu 2nd Season",Ruka Sarashina (更科 瑠夏),3507,https://cdn.myanimelist.net/images/characters/11/409385.jpg,"[[230, 242, 252], [219, 233, 252], [209, 222, 244], [197, 207, 225], [180, 191, 224], [168, 176, 207], [151, 160, 230], [155, 165, 188], [137, 145, 173], [116, 122, 156], [94, 99, 133], [75, 74, 100], [38, 39, 71], [31, 23, 38], [54, 47, 48], [66, 58, 53], [66, 65, 73], [117, 86, 72], [153, 127, 107], [155, 104, 76], [179, 166, 138], [188, 139, 95], [199, 158, 114], [208, 157, 91], [219, 188, 141], [223, 178, 82], [230, 211, 173], [222, 236, 241], [248, 233, 207], [253, 254, 254]]"
5356,"Kanojo, Okarishimasu 2nd Season",Mami Nanami (七海 麻美),1917,https://cdn.myanimelist.net/images/characters/4/491833.jpg,"[[222, 238, 254], [214, 231, 251], [197, 231, 250], [173, 217, 241], [198, 209, 246], [158, 208, 238], [148, 202, 231], [174, 190, 221], [135, 194, 224], [161, 177, 236], [155, 171, 214], [128, 170, 208], [113, 152, 194], [135, 154, 180], [101, 132, 185], [110, 130, 158], [99, 111, 193], [81, 118, 172], [73, 99, 145], [43, 35, 93], [73, 68, 67], [115, 115, 88], [54, 49, 145], [154, 180, 154], [166, 192, 170], [179, 205, 180], [190, 214, 191], [201, 221, 202], [218, 230, 217], [244, 245, 246]]"
5392,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,Bell Cranel (ベル・クラネル),5437,https://cdn.myanimelist.net/images/characters/15/508889.jpg,"[[195, 214, 235], [143, 171, 204], [115, 167, 193], [102, 150, 174], [82, 123, 145], [69, 105, 125], [73, 62, 144], [55, 73, 82], [42, 35, 88], [5, 4, 6], [25, 25, 27], [40, 40, 42], [55, 54, 55], [73, 67, 66], [79, 81, 80], [93, 91, 90], [115, 107, 104], [97, 111, 117], [129, 128, 127], [152, 148, 145], [178, 167, 157], [188, 178, 169], [190, 190, 190], [208, 194, 182], [215, 210, 206], [116, 105, 231], [233, 229, 225], [238, 238, 240], [243, 241, 241], [254, 253, 250]]"
