,test,Unnamed: 0,jp_title,en_title,char_name,fav,img,colors
8377,8377,373,Kingdom 5th Season,Kingdom: Season 5,Diao He Liao (河了 貂),Member Favorites: 160,https://cdn.myanimelist.net/images/characters/4/236689.jpg,"[[42, 51, 78], [208, 218, 240], [141, 151, 155], [83, 90, 111], [18, 21, 39], [170, 178, 190], [130, 138, 171], [92, 127, 158], [71, 58, 57], [47, 44, 127]]"
8378,8378,374,Kingdom 5th Season,Kingdom: Season 5,Yi Huan (桓騎),"Member Favorites: 1,024",https://cdn.myanimelist.net/images/characters/11/523115.jpg,"[[14, 5, 14], [130, 151, 208], [70, 49, 75], [220, 229, 249], [154, 105, 144], [36, 25, 39], [171, 194, 240], [95, 111, 161], [193, 146, 183], [103, 71, 105]]"
8379,8379,375,Kingdom 5th Season,Kingdom: Season 5,Mu Li (李 牧),Member Favorites: 215,https://cdn.myanimelist.net/images/characters/14/247013.jpg,"[[244, 246, 241], [111, 124, 129], [97, 154, 239], [174, 102, 52], [210, 182, 132], [65, 118, 192], [153, 200, 247], [29, 48, 65], [40, 86, 140], [122, 61, 33]]"
8380,8380,376,Kingdom 5th Season,Kingdom: Season 5,Changping Jun  (昌平君),Member Favorites: 97,https://cdn.myanimelist.net/images/characters/13/247161.jpg,"[[35, 29, 30], [125, 155, 194], [49, 45, 52], [102, 97, 123], [11, 9, 12], [139, 174, 217], [28, 45, 75], [217, 221, 225], [62, 68, 88], [60, 45, 42]]"
8381,8381,377,Kingdom 5th Season,Kingdom: Season 5,Lü Buwei (呂不韋),Member Favorites: 28,https://cdn.myanimelist.net/images/characters/3/180583.jpg,"[[54, 73, 101], [91, 113, 153], [15, 13, 17], [129, 99, 77], [132, 172, 226], [68, 45, 40], [32, 33, 44], [44, 108, 141], [26, 50, 76], [215, 243, 249]]"
8382,8382,378,Kingdom 5th Season,Kingdom: Season 5,Ping Wei (尾平),Member Favorites: 4,https://cdn.myanimelist.net/images/characters/5/247633.jpg,"[[33, 36, 45], [254, 254, 254], [86, 105, 128], [160, 187, 219], [2, 3, 8], [67, 107, 178], [56, 61, 68], [71, 74, 118], [126, 125, 156], [17, 21, 28]]"
8383,8383,379,Kingdom 5th Season,Kingdom: Season 5,Qing She (慶舎役),Member Favorites: 2,https://cdn.myanimelist.net/images/characters/11/534726.jpg,"[[198, 217, 239], [135, 143, 159], [95, 87, 79], [84, 118, 200], [161, 117, 60], [227, 208, 167], [77, 90, 122], [32, 33, 34], [190, 154, 93], [33, 44, 87]]"
8498,8498,494,One Piece,,Luffy Monkey D. (モンキー・D・ルフィ),"Member Favorites: 142,846",https://cdn.myanimelist.net/images/characters/9/310307.jpg,"[[7, 13, 27], [119, 130, 220], [181, 212, 245], [33, 53, 198], [90, 162, 225], [247, 249, 248], [25, 48, 110], [58, 73, 232], [116, 207, 244], [68, 111, 166]]"
8499,8499,495,One Piece,,Zoro Roronoa (ロロノア・ゾロ),"Member Favorites: 112,619",https://cdn.myanimelist.net/images/characters/3/100534.jpg,"[[83, 167, 223], [11, 15, 26], [209, 249, 250], [68, 109, 82], [130, 179, 147], [40, 99, 173], [173, 221, 233], [24, 75, 120], [23, 45, 64], [107, 199, 242]]"
8500,8500,496,One Piece,,Sanji  (サンジ),"Member Favorites: 31,952",https://cdn.myanimelist.net/images/characters/5/136769.jpg,"[[251, 253, 254], [9, 66, 121], [57, 224, 225], [73, 4, 33], [120, 203, 238], [77, 149, 233], [186, 179, 195], [7, 14, 33], [27, 122, 160], [12, 192, 235]]"
8501,8501,497,One Piece,,Robin Nico (ニコ・ロビン),"Member Favorites: 22,481",https://cdn.myanimelist.net/images/characters/16/363700.jpg,"[[15, 59, 100], [227, 245, 253], [55, 35, 37], [142, 137, 155], [62, 120, 219], [97, 62, 65], [13, 6, 11], [11, 102, 164], [183, 209, 248], [123, 18, 145]]"
8502,8502,498,One Piece,,Chopper Tony Tony (トニートニー・チョッパー),"Member Favorites: 16,304",https://cdn.myanimelist.net/images/characters/3/100536.jpg,"[[92, 84, 234], [13, 25, 59], [236, 246, 251], [49, 164, 191], [111, 190, 243], [26, 28, 155], [138, 169, 197], [44, 93, 133], [184, 211, 232], [88, 144, 203]]"
8503,8503,499,One Piece,,Nami  (ナミ),"Member Favorites: 15,971",https://cdn.myanimelist.net/images/characters/2/263249.jpg,"[[138, 176, 234], [182, 217, 245], [8, 23, 133], [27, 124, 225], [11, 8, 25], [10, 33, 212], [151, 85, 72], [233, 240, 245], [55, 212, 242], [228, 179, 120]]"
8504,8504,500,One Piece,,Usopp  (ウソップ),"Member Favorites: 14,478",https://cdn.myanimelist.net/images/characters/16/188076.jpg,"[[223, 246, 247], [12, 31, 77], [71, 147, 229], [2, 4, 13], [134, 182, 190], [24, 84, 217], [59, 115, 125], [9, 33, 173], [117, 193, 243], [174, 224, 228]]"
8505,8505,501,One Piece,,Brook  (ブルック),"Member Favorites: 10,837",https://cdn.myanimelist.net/images/characters/10/161005.jpg,"[[7, 9, 12], [71, 144, 144], [10, 26, 195], [237, 246, 250], [38, 74, 89], [184, 224, 225], [160, 163, 164], [96, 40, 61], [81, 180, 198], [148, 94, 105]]"
8506,8506,502,One Piece,,Franky  (フランキー),"Member Favorites: 6,558",https://cdn.myanimelist.net/images/characters/13/210053.jpg,"[[135, 203, 241], [8, 20, 122], [245, 250, 252], [13, 46, 190], [157, 145, 74], [11, 12, 31], [182, 178, 209], [126, 114, 224], [88, 157, 232], [50, 88, 212]]"
8507,8507,503,One Piece,,Jinbe  (ジンベエ),"Member Favorites: 4,177",https://cdn.myanimelist.net/images/characters/15/307148.jpg,"[[217, 172, 152], [22, 20, 31], [252, 253, 253], [13, 33, 162], [202, 138, 128], [230, 230, 205], [50, 52, 72], [236, 205, 173], [121, 116, 118], [41, 70, 212]]"
8508,8508,504,Sousou no Frieren,Frieren: Beyond Journey's End,Frieren  (フリーレン),"Member Favorites: 22,758",https://cdn.myanimelist.net/images/characters/7/525105.jpg,"[[153, 149, 156], [251, 249, 251], [51, 68, 110], [125, 185, 215], [96, 119, 135], [40, 42, 47], [232, 241, 253], [242, 231, 237], [197, 189, 199], [89, 85, 86]]"
8509,8509,505,Sousou no Frieren,Frieren: Beyond Journey's End,Fern  (フェルン),"Member Favorites: 3,893",https://cdn.myanimelist.net/images/characters/13/519083.jpg,"[[126, 71, 118], [212, 230, 245], [46, 35, 42], [174, 179, 193], [197, 119, 159], [83, 44, 63], [246, 247, 247], [59, 59, 61], [138, 88, 140], [96, 75, 99]]"
8510,8510,506,Sousou no Frieren,Frieren: Beyond Journey's End,Stark  (シュタルク),"Member Favorites: 2,120",https://cdn.myanimelist.net/images/characters/2/523292.jpg,"[[33, 42, 75], [212, 214, 228], [50, 71, 176], [94, 109, 137], [27, 29, 39], [137, 163, 201], [186, 217, 252], [243, 239, 239], [114, 128, 223], [41, 56, 121]]"
8511,8511,507,Sousou no Frieren,Frieren: Beyond Journey's End,Himmel  (ヒンメル),"Member Favorites: 3,040",https://cdn.myanimelist.net/images/characters/9/523295.jpg,"[[209, 184, 167], [222, 236, 244], [99, 61, 50], [177, 187, 199], [235, 208, 184], [109, 90, 83], [130, 122, 119], [251, 250, 246], [53, 45, 45], [167, 151, 143]]"
8512,8512,508,Sousou no Frieren,Frieren: Beyond Journey's End,Übel  (ユーベル),"Member Favorites: 1,269",https://cdn.myanimelist.net/images/characters/9/543072.jpg,"[[62, 74, 80], [206, 226, 247], [42, 47, 41], [171, 180, 191], [63, 107, 95], [58, 60, 56], [105, 121, 132], [37, 58, 54], [23, 33, 32], [138, 156, 175]]"
8513,8513,509,Sousou no Frieren,Frieren: Beyond Journey's End,Flamme  (フランメ),Member Favorites: 333,https://cdn.myanimelist.net/images/characters/10/528177.jpg,"[[87, 139, 219], [210, 224, 247], [39, 70, 123], [248, 229, 170], [159, 182, 214], [21, 42, 87], [150, 209, 247], [59, 95, 157], [85, 131, 204], [96, 119, 143]]"
8514,8514,510,Sousou no Frieren,Frieren: Beyond Journey's End,Eisen  (アイゼン),Member Favorites: 331,https://cdn.myanimelist.net/images/characters/13/523293.jpg,"[[87, 120, 139], [196, 209, 215], [36, 48, 57], [60, 83, 104], [241, 245, 247], [178, 199, 239], [173, 185, 191], [97, 158, 190], [186, 200, 207], [136, 150, 163]]"
8515,8515,511,Sousou no Frieren,Frieren: Beyond Journey's End,Heiter  (ハイター),Member Favorites: 236,https://cdn.myanimelist.net/images/characters/16/523294.jpg,"[[250, 250, 249], [66, 66, 67], [150, 197, 225], [99, 133, 144], [192, 226, 250], [175, 228, 196], [148, 181, 195], [69, 101, 111], [29, 45, 52], [127, 166, 167]]"
8516,8516,512,Sousou no Frieren,Frieren: Beyond Journey's End,Sein  (ザイン),Member Favorites: 210,https://cdn.myanimelist.net/images/characters/12/529669.jpg,"[[140, 170, 3], [150, 182, 198], [27, 46, 51], [72, 113, 143], [191, 217, 249], [88, 62, 58], [49, 76, 93], [110, 164, 179], [226, 227, 228], [7, 16, 20]]"
8517,8517,513,Sousou no Frieren,Frieren: Beyond Journey's End,Denken  (デンケン),Member Favorites: 185,https://cdn.myanimelist.net/images/characters/6/538686.jpg,"[[30, 24, 28], [239, 241, 241], [93, 102, 136], [167, 179, 197], [195, 218, 248], [38, 45, 76], [61, 67, 99], [48, 41, 51], [124, 142, 170], [79, 84, 125]]"
8518,8518,514,Kusuriya no Hitorigoto,The Apothecary Diaries,Maomao  (猫猫),"Member Favorites: 13,915",https://cdn.myanimelist.net/images/characters/16/371204.jpg,"[[31, 32, 20], [208, 218, 200], [122, 139, 105], [97, 108, 72], [180, 202, 169], [226, 228, 249], [67, 68, 52], [146, 188, 139], [150, 138, 197], [248, 250, 248]]"
8519,8519,515,Kusuriya no Hitorigoto,The Apothecary Diaries,Jinshi  (壬氏),"Member Favorites: 1,383",https://cdn.myanimelist.net/images/characters/9/511065.jpg,"[[174, 175, 224], [83, 55, 49], [154, 87, 139], [214, 222, 233], [8, 4, 6], [162, 177, 172], [127, 130, 70], [131, 59, 89], [164, 116, 191], [201, 180, 133]]"
8520,8520,516,Kusuriya no Hitorigoto,The Apothecary Diaries,Gyokuyou  (玉葉),Member Favorites: 138,https://cdn.myanimelist.net/images/characters/4/468711.jpg,"[[119, 99, 224], [201, 203, 241], [34, 35, 96], [95, 177, 232], [50, 36, 164], [233, 236, 250], [78, 108, 155], [161, 147, 230], [132, 122, 31], [72, 61, 209]]"
8521,8521,517,Kusuriya no Hitorigoto,The Apothecary Diaries,Lakan Kan (漢 羅漢),Member Favorites: 65,https://cdn.myanimelist.net/images/characters/14/531876.jpg,"[[254, 254, 254], [63, 44, 51], [121, 126, 151], [182, 199, 229], [26, 15, 27], [90, 88, 101], [44, 30, 37], [72, 56, 54], [162, 163, 181], [210, 212, 227]]"
8522,8522,518,Kusuriya no Hitorigoto,The Apothecary Diaries,Gaoshun  (高順),Member Favorites: 60,https://cdn.myanimelist.net/images/characters/9/525777.jpg,"[[38, 62, 89], [164, 186, 212], [70, 55, 51], [71, 102, 119], [117, 128, 159], [63, 50, 118], [39, 33, 39], [102, 78, 57], [34, 47, 71], [63, 42, 41]]"
8523,8523,519,Kusuriya no Hitorigoto,The Apothecary Diaries,Lihua  (梨花),Member Favorites: 46,https://cdn.myanimelist.net/images/characters/16/468708.jpg,"[[241, 242, 246], [115, 61, 29], [146, 109, 86], [149, 138, 230], [211, 213, 247], [189, 144, 20], [59, 24, 16], [233, 219, 185], [88, 78, 137], [190, 166, 129]]"
8524,8524,520,Kusuriya no Hitorigoto,The Apothecary Diaries,Loulan  (楼蘭),Member Favorites: 44,https://cdn.myanimelist.net/images/characters/15/468715.jpg,"[[108, 190, 224], [220, 227, 248], [59, 49, 100], [55, 59, 191], [121, 59, 131], [32, 18, 51], [188, 180, 220], [247, 248, 251], [77, 116, 161], [141, 126, 209]]"
8525,8525,521,Kusuriya no Hitorigoto,The Apothecary Diaries,Ah-Duo  (阿多),Member Favorites: 28,https://cdn.myanimelist.net/images/characters/3/538290.jpg,"[[50, 26, 48], [205, 217, 247], [196, 123, 20], [194, 168, 170], [87, 51, 82], [138, 102, 139], [238, 202, 158], [66, 42, 105], [171, 167, 218], [65, 40, 59]]"
8526,8526,522,Kusuriya no Hitorigoto,The Apothecary Diaries,Meimei  (梅梅),Member Favorites: 27,https://cdn.myanimelist.net/images/characters/9/533407.jpg,"[[64, 47, 88], [192, 231, 249], [120, 104, 188], [90, 175, 240], [160, 162, 226], [138, 204, 247], [201, 216, 251], [213, 228, 184], [97, 75, 142], [156, 157, 111]]"
8527,8527,523,Kusuriya no Hitorigoto,The Apothecary Diaries,Xiaolan  (小蘭),Member Favorites: 26,https://cdn.myanimelist.net/images/characters/16/574075.jpg,"[[32, 45, 63], [85, 164, 223], [204, 227, 248], [128, 121, 70], [51, 213, 252], [67, 85, 108], [138, 154, 166], [148, 171, 216], [11, 18, 33], [75, 115, 151]]"
8528,8528,524,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,Rakurou Hizutome (サンラク / 陽務 楽郎),Member Favorites: 490,https://cdn.myanimelist.net/images/characters/16/479858.jpg,"[[216, 188, 109], [239, 242, 232], [76, 88, 158], [190, 132, 93], [220, 221, 183], [155, 216, 246], [59, 46, 89], [166, 95, 59], [213, 208, 150], [127, 164, 217]]"
8529,8529,525,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,Emul  (エムル),Member Favorites: 279,https://cdn.myanimelist.net/images/characters/2/479859.jpg,"[[182, 214, 231], [88, 54, 35], [127, 139, 198], [209, 151, 31], [71, 83, 99], [48, 51, 212], [224, 218, 176], [207, 187, 115], [246, 250, 249], [60, 223, 217]]"
8530,8530,526,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,Towa Amane (アーサー・ペンシルゴン / 天音 永遠),Member Favorites: 158,https://cdn.myanimelist.net/images/characters/10/559175.jpg,"[[158, 50, 105], [233, 237, 246], [90, 13, 36], [139, 131, 134], [108, 95, 98], [9, 1, 4], [205, 182, 197], [27, 10, 68], [185, 85, 138], [50, 189, 211]]"
8531,8531,527,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,Rei Saiga (サイガ-0 / 斎賀 玲),Member Favorites: 148,https://cdn.myanimelist.net/images/characters/9/479868.jpg,"[[102, 125, 180], [95, 75, 101], [240, 243, 250], [192, 178, 181], [61, 86, 155], [206, 212, 243], [116, 83, 232], [151, 142, 235], [17, 23, 63], [35, 49, 108]]"
8532,8532,528,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,Vysache  (ヴァイスアッシュ),Member Favorites: 56,https://cdn.myanimelist.net/images/characters/13/523558.jpg,"[[251, 251, 251], [44, 42, 39], [122, 126, 142], [63, 62, 57], [220, 225, 226], [90, 87, 87], [160, 167, 167], [132, 139, 76], [17, 17, 16], [198, 204, 205]]"
8533,8533,529,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,Kei Uomi (オイカッツォ / 魚臣 慧),Member Favorites: 31,https://cdn.myanimelist.net/images/characters/7/479862.jpg,"[[89, 104, 156], [178, 193, 218], [132, 141, 194], [238, 245, 248], [32, 43, 110], [144, 188, 224], [74, 108, 220], [77, 164, 242], [46, 61, 176], [195, 224, 244]]"
8534,8534,530,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,Hakamori no Wethermon  (墓守のウェザエモン),Member Favorites: 29,https://cdn.myanimelist.net/images/characters/4/529532.jpg,"[[254, 254, 254], [31, 32, 33], [126, 126, 125], [215, 216, 214], [100, 101, 103], [61, 62, 62], [240, 241, 239], [148, 148, 147], [14, 14, 14], [189, 189, 186]]"
8535,8535,531,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,Bilac  (ビィラック),Member Favorites: 24,https://cdn.myanimelist.net/images/characters/12/530596.jpg,"[[44, 52, 78], [253, 254, 254], [74, 85, 125], [42, 224, 228], [61, 72, 108], [165, 180, 187], [21, 27, 47], [58, 113, 218], [110, 123, 161], [219, 239, 240]]"
8536,8536,532,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,Momo Saiga (サイガ-100),Member Favorites: 9,https://cdn.myanimelist.net/images/characters/8/520284.jpg,"[[253, 252, 250], [66, 50, 142], [186, 171, 164], [91, 141, 208], [156, 143, 219], [39, 31, 31], [214, 215, 226], [41, 33, 104], [96, 64, 189], [121, 117, 136]]"
8537,8537,533,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,Elke  (エルク),Member Favorites: 6,https://cdn.myanimelist.net/images/characters/10/533457.jpg,"[[199, 201, 219], [90, 112, 156], [155, 123, 238], [170, 175, 135], [238, 238, 245], [157, 229, 238], [23, 27, 30], [108, 175, 198], [252, 253, 253], [50, 69, 100]]"
8538,8538,534,Meitantei Conan,Case Closed,Conan Edogawa (江戸川 コナン),"Member Favorites: 7,468",https://cdn.myanimelist.net/images/characters/11/308347.jpg,"[[97, 131, 180], [58, 32, 12], [164, 156, 140], [125, 87, 60], [11, 12, 16], [217, 222, 219], [17, 29, 88], [18, 82, 181], [41, 47, 61], [67, 86, 113]]"
8539,8539,535,Meitantei Conan,Case Closed,Ai Haibara (灰原 哀),"Member Favorites: 2,544",https://cdn.myanimelist.net/images/characters/14/146141.jpg,"[[183, 209, 250], [65, 111, 153], [37, 53, 58], [16, 8, 204], [233, 239, 238], [98, 110, 88], [128, 169, 209], [15, 6, 128], [5, 5, 7], [44, 76, 108]]"
8540,8540,536,Meitantei Conan,Case Closed,Ran Mouri (毛利 蘭),Member Favorites: 946,https://cdn.myanimelist.net/images/characters/4/308335.jpg,"[[33, 42, 52], [136, 167, 208], [162, 200, 251], [113, 118, 131], [84, 92, 103], [233, 230, 231], [57, 66, 78], [137, 129, 212], [137, 141, 152], [182, 208, 243]]"
8541,8541,537,Meitantei Conan,Case Closed,Kogorou Mouri (毛利 小五郎),Member Favorites: 568,https://cdn.myanimelist.net/images/characters/3/146129.jpg,"[[197, 182, 99], [163, 201, 249], [39, 40, 47], [249, 251, 250], [79, 79, 100], [154, 116, 123], [124, 161, 203], [216, 208, 201], [191, 160, 84], [6, 9, 15]]"
8542,8542,538,Meitantei Conan,Case Closed,Hiroshi Agasa (阿笠 博士),Member Favorites: 78,https://cdn.myanimelist.net/images/characters/6/146131.jpg,"[[238, 236, 236], [80, 105, 145], [185, 109, 61], [24, 34, 46], [159, 218, 250], [147, 150, 156], [96, 125, 168], [64, 75, 90], [9, 5, 14], [108, 46, 19]]"
8543,8543,539,Meitantei Conan,Case Closed,Ayumi Yoshida (吉田 歩美),Member Favorites: 60,https://cdn.myanimelist.net/images/characters/5/146209.jpg,"[[5, 16, 39], [169, 213, 252], [39, 95, 147], [88, 161, 253], [6, 60, 110], [241, 252, 253], [205, 210, 213], [96, 122, 155], [52, 71, 93], [142, 173, 220]]"
8544,8544,540,Meitantei Conan,Case Closed,Mitsuhiko Tsuburaya (円谷 光彦),Member Favorites: 41,https://cdn.myanimelist.net/images/characters/15/146211.jpg,"[[39, 47, 59], [157, 200, 246], [113, 128, 140], [194, 212, 232], [145, 160, 195], [149, 123, 85], [239, 241, 238], [5, 7, 16], [71, 84, 106], [72, 160, 180]]"
8545,8545,541,Meitantei Conan,Case Closed,Genta Kojima (小嶋 元太),Member Favorites: 34,https://cdn.myanimelist.net/images/characters/12/238943.jpg,"[[135, 149, 52], [117, 108, 211], [32, 34, 41], [92, 204, 238], [244, 248, 246], [62, 169, 97], [82, 98, 130], [84, 49, 40], [89, 216, 142], [130, 160, 210]]"
8546,8546,542,Meitantei Conan,Case Closed,Kaito Kuroba (黒羽 快斗),"Member Favorites: 4,189",https://cdn.myanimelist.net/images/characters/6/279396.jpg,"[[150, 135, 125], [225, 232, 227], [14, 12, 18], [102, 73, 55], [153, 192, 232], [101, 129, 164], [60, 42, 34], [190, 187, 177], [139, 96, 76], [46, 125, 207]]"
8547,8547,543,Meitantei Conan,Case Closed,Shuuichi Akai (赤井 秀一),"Member Favorites: 1,874",https://cdn.myanimelist.net/images/characters/3/208069.jpg,"[[85, 71, 44], [127, 186, 206], [16, 10, 1], [244, 245, 238], [63, 46, 23], [188, 228, 239], [22, 61, 69], [92, 126, 131], [194, 207, 200], [149, 164, 158]]"
8698,8698,0,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Tanjirou Kamado (竈門 炭治郎),"Member Favorites: 24,664",https://cdn.myanimelist.net/images/characters/6/386735.jpg,"[[92, 79, 140], [45, 43, 21], [176, 208, 246], [82, 71, 6], [10, 6, 14], [117, 151, 7], [54, 47, 93], [136, 142, 177], [126, 101, 68], [233, 232, 232]]"
8699,8699,1,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Zenitsu Agatsuma (我妻 善逸),"Member Favorites: 16,543",https://cdn.myanimelist.net/images/characters/10/459689.jpg,"[[59, 132, 174], [109, 208, 240], [24, 76, 114], [198, 220, 242], [120, 165, 207], [9, 14, 30], [70, 151, 215], [40, 56, 75], [48, 106, 142], [152, 153, 161]]"
8700,8700,2,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Inosuke Hashibira (嘴平 伊之助),"Member Favorites: 15,079",https://cdn.myanimelist.net/images/characters/3/329560.jpg,"[[157, 164, 172], [69, 84, 87], [59, 194, 237], [233, 241, 243], [27, 34, 37], [60, 136, 236], [102, 223, 247], [118, 123, 131], [104, 163, 242], [164, 206, 240]]"
8701,8701,3,Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,Nezuko Kamado (竈門 禰豆子),"Member Favorites: 14,416",https://cdn.myanimelist.net/images/characters/2/378254.jpg,"[[67, 41, 53], [214, 204, 232], [167, 132, 168], [22, 5, 9], [114, 68, 127], [182, 175, 188], [119, 130, 122], [227, 218, 246], [50, 26, 36], [188, 149, 223]]"
